name,marla,area_sqft,floor_number,total_floors,built_year,address,description,floor,floors_in_building,bedrooms,bathrooms,kitchens,servant_quarters,store_rooms,price,society,luxury_score,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms
"3 BHK Askari 1, Askari, Lahore, Punjab",10.5,2858.625,,,,"Askari 1, Askari, Lahore, Punjab",for sale apartment first floor model 1992 measuring 2362 Sft 3 bedrooms dd tvl kitchen store servant quarter laundry servant quarter located askari 1 sarfraz rafique road cantt lahore. demand Rs. 280 lac contact Us from sundar estate opposite lcb plaza sarwar road cantt lhr.,,,2.0,3.0,1.0,,1.0,28000000,Askari,97,1,1,0,0,0,0,0,0,0,0
"4 BHK Askari 10, Askari, Lahore, Punjab",12.2,3321.45,3.0,,,"Askari 10, Askari, Lahore, Punjab","Experience luxury living in this brand-new 4-bedroom apartment located in the highly sought-after Askari 10, S Block, Lahore. Situated on the 3rd floor, this spacious 2750 sqft unit offers a perfect blend of elegance, comfort, and convenience for modern families. Enjoy a bright and airy layout with high-quality finishes, spacious bedrooms, attached bathrooms, a modern kitchen, and a large lounge and dining area all designed to elevate your lifestyle. Located in a secure and gated community, Askari 10 offers 24/7 security, parks, schools, shopping areas, and easy access to major roads, making it one of the most desirable residential neighborhoods in Lahore. Key Features: 4 Bedrooms with Attached Baths Brand New Never Lived In 3rd Floor Premium Location Covered Area: 2750 Sqft Modern Kitchen & Fittings Secure, Family-Friendly Environment Access to Community Amenities",3.0,,4.0,5.0,,,,45500000,Askari 10,111,1,1,1,1,1,1,1,1,1,0
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",13.0,3539.25,,8.0,2024.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","Army Housing Complex New 13 Marla Flat For Sale Available Askari 10 - Sector -S Lahore Cantt 4 Beds With Attached Baths, TV Lounge, Drawing Room, Dinning Room, Kitchen, Store, Servant Room, Fully Tiled, 24/7 Security, Huge Car Porch, Elevators With Lifts, I Have Many Options in Askari - 10. If You Have Any Requirements in Askari - 10 Kindly Contact Us.",,8.0,4.0,4.0,1.0,1.0,1.0,46000000,Askari 10,67,1,1,1,1,0,0,1,0,0,1
"4 BHK Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",14.0,3811.5,,,2025.0,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",4 BEDROOM ATTACHED BATH KITCHEN LOUNGE PORCH DRAWING STORE SERVANT ROOM POWDER ROOM FOR MORE DETAILS CONTACT US PLEASE,,,7.0,7.0,1.0,2.0,1.0,55000000,Askari 10,58,1,1,1,1,1,1,1,1,1,1
#NAME?,0.8,217.8,4.0,2020.0,,"MM Alam Road, Gulberg, Lahore, Punjab","3 Years easy installments plan Get 1% per month rental Apartment can be booked with 50%,75% and 100% Down payment What's on Offer? Features apartments that are being developed at par with international construction standards Amenities & Facilities The facilities at this Project are not only highly functional but also unmatched in luxury:(4 star Amenities) 24/7 Security, CCTV Surveillance Hi-speed lifts Lobby, Reception and Waiting Area Badminton Court Play Area Rooftop Seating Area Swimming Pool Gymnasium Spa & Sauna Spacious Car Parking Spacious Corridors, Ventilated Premise",4.0,2020.0,,,1.0,,,10200000,Gulberg,135,1,1,1,1,1,1,1,1,1,1
"2 BHK CBD Punjab (PCBDDA), Main Boulevard Gulberg, Gulberg, Lahore, Punjab",4.4,1197.9,,,,"CBD Punjab (PCBDDA), Main Boulevard Gulberg, Gulberg, Lahore, Punjab","2-Bed Luxury Apartment in the Heart of CBD Gulberg Premium High-Rise Living Experience elite urban living with this two-bedroom luxury apartment located in the center of Lahores Central Business District (CBD), Gulberg, one of the tallest and most iconic towers of Lahore. This premium residence offers: Spacious 2 Bedrooms with attached modern bathrooms Elegant TV Lounge & stylish open kitchen Panoramic city views from a high-floor balcony Imported fittings & high-end finishing 24/7 security, CCTV & smart access control High-speed elevators & dedicated parking Luxury lifestyle amenities: Rooftop terrace Fitness gym Infinity pool Business lounge Cargo & passenger lifts Prime Location Advantage: Situated in CBD Gulberg, surrounded by top malls, restaurants, business centers & main boulevards offering high rental income and capital growth. Best For: Investors seeking high ROI Corporate professionals Families looking for premium urban living",,,4.0,5.0,2.0,1.0,2.0,45500000,Gulberg,119,1,1,1,1,1,1,1,1,1,0
"3 BHK Zahoor Elahi Road, Gulberg, Lahore, Punjab",8.9,2423.025,,,,"Zahoor Elahi Road, Gulberg, Lahore, Punjab","Hello, it's a 2 Bedroom with attached Washrooms 1 Maid room with attached Washroom 1 Powder Room Laundry Space (room) Open Italian kitchen with Dirty Kitchen All The Luxury and Imported Appliances Installed Wall Cupboards installed in Rooms Italian Tile Flooring The Most Iconic View is the Pool View with Wide Balcony Space A Truly Luxury Living in The Heart of the City Lahore Facing Canal Bank Road Gulberg Call for Visit",,,4.0,5.0,1.0,,1.0,65000000,Gulberg,23,0,0,0,0,0,0,0,0,0,0
"1 BHK CBD Punjab (PCBDDA), Main Boulevard Gulberg, Gulberg, Lahore, Punjab",2.0,544.5,,,2002.0,"CBD Punjab (PCBDDA), Main Boulevard Gulberg, Gulberg, Lahore, Punjab","Own a Fully Furnished 1 BHK Service Apartment in the heart of the city with booking starting at just 7.5 Million PKR. This exclusive property is part of Zameen Developments, Zameen. coms very own premium project, ensuring quality, reliability, and long-term value. Designed for modern living, the apartment comes fully furnished with stylish interiors, a comfortable living area, and practical amenitiesperfect for personal use, rental income, or investment purposes. Located in a prime CBD area, you get easy access to business hubs, shopping, dining, and major roads, making it a smart choice for both lifestyle and investment. Key Features Fully Furnished 1 BHK Apartment Part of Zameen Developments Zameen. coms Own Project Booking Starts at 7.5 Million PKR Modern Interiors and Comfortable Living Area Ideal for Personal Use, Rental, or Investment Prime CBD Location with Easy Access to Amenities",,,1.0,1.0,1.0,,,25500000,Gulberg,128,1,1,1,1,1,1,1,1,1,1
"4 BHK Gulberg, Lahore, Punjab",9.8,2668.05,,,,"Gulberg, Lahore, Punjab","BUTTAR REAL ESTATE & BUILDERS Offering. . . . . . . . . . . . . . Experience the pinnacle of luxury living with this 4-Bedroom Fully Furnished Apartment at Hyde Park, located in the prime heart of Gulberg. Perched on the 2nd floor, this apartment offers breathtaking views of Liberty and Monal, combining elegance, comfort, and convenience. Every inch of this residence exudes sophistication, from the spacious 4 bedrooms and 5 modern bathrooms to 2 fully equipped kitchens designed for culinary excellence. With a carpet area of 2,211 sq ft and 842 sq ft of common area, this apartment ensures a lifestyle of unparalleled spaciousness. Key Features: 4 Bedrooms | 5 Bathrooms | 2 Kitchens 512 sq ft Parking | 26 sq ft Drivers Lodging Rooftop Swimming Pool, Gym, Game Room & Kids Play Area Party Area, Concierge, Conference & Meeting Rooms Business Center, Retail & Caf, Mini-Theater Four Elevators (1 Cargo) & Extra Parking Bays This apartment presents a rare opportunity for urgent sale at PKR 35,000 per sq ft (negotiable), ensuring an easy deal with a motivated seller. Perfect for families seeking a prime location with world-class amenities, this residence blends luxury, convenience, and investment potential seamlessly. Elevate your lifestyle with Hyde Park where elegance meets modern living, curated just for you.",,,,,,,,77400000,Gulberg,107,1,1,1,1,0,1,1,0,1,1
"1 BHK Mall Of Gulberg, Main Boulevard Gulberg, Gulberg, Lahore, Punjab",2.8,762.3,,,2025.0,"Mall Of Gulberg, Main Boulevard Gulberg, Gulberg, Lahore, Punjab","Khurram Developers Offers, 1-Bedroom Apartment for Sale in Mall of Gulberg | 10th Floor | Main Boulevard Facing A never-used, fully functional 1-bedroom apartment located on the 10th floor of the prestigious Mall of Gulberg, offering modern urban living and strong rental potential. Apartment Details: Size: 650 SQFT Bedrooms: 1 bed + attached bath Other Rooms: Kitchen, lounge, parking Condition: Never used or rented pristine condition Facing: Main Boulevard excellent view & sunlight Why This Apartment Stands Out: Ready to move in ideal for personal use or investment Located in a premium, high-demand area Strong rental income potential for investors All necessities nearby shops, restaurants, and commercial hubs Contact now for viewing and complete details. Opportunities like this in Mall of Gulberg are limited and highly sought-after.",,,9.0,9.0,3.0,1.0,1.0,20800000,Gulberg,104,0,0,1,0,0,0,0,0,0,0
"1 BHK Gulberg, Lahore, Punjab",2.7,735.075,,,,"Gulberg, Lahore, Punjab","Luxurious 1-Bed Apartment for Sale in Gulberg, Lahore Size: 600 Sqft Demand: PKR 130 Lacs Step into a world of elegance and modern comfort with this beautifully designed 1-bedroom apartment located in the heart of Gulberg. Perfectly blending style with functionality, this LDA-approved property ensures your investment is safe and secure. Prime Location Live where the city comes alive: Only 1 minutes from M. M. Alam Road and Liberty Market 5-minute drive to Gaddafi Stadium Premium Lifestyle Amenities Enjoy an unmatched residential experience with top-tier facilities: Grand lobby and scenic rooftop recreational area Mini cinema, resident caf, and outdoor yoga zone Fully equipped gym, fitness suite, spa, and sauna Swimming pool and a boutique pastry shop* Unisex salon*, grocery store*, and dedicated launderette* Secure, 3-floor basement parking with E-tag controlled entry High-speed elevators and uninterrupted power backup 24/7 security, CCTV surveillance, and professional facilities management Smart Investment Opportunity Property values in this prime area have increased 4050% in the past 3 years Forecasted growth of 5060% in the next 3 years Ideal for both rental income and long-term capital gains Dont miss this rare opportunity to own a luxurious apartment in one of Lahores most prestigious neighbourhoods. Contact us today for more details or to schedule a viewing!",,,5.0,6.0,2.0,2.0,2.0,13000000,Gulberg,84,0,0,0,0,0,0,0,0,0,0
"1 BHK Gulberg 3, Gulberg, Lahore, Punjab",1.8,490.05,,,2024.0,"Gulberg 3, Gulberg, Lahore, Punjab","Spacious 1 & 2-Bed Fully Furnished Apartments for Sale Easy Installment Plans Available Discover comfort, style, and convenience at Park Diamond Vista , Gulberg III a premium LDA & FBR registered project offering elegant living with unbeatable value. Whats Included Absolutely Free! Furnishing Package 1 King-Size Bed Set 2 Queen -Size Bed Sets Dining Table 3-Seater Sofa Set 2-Seater Sofa Set Center Table + Side Table Finishing Specifications Air Conditioners Installed Premium Washroom Fittings Stylish Ceilings with Bulbs Everything is ready for you to move in no extra cost, no hassle.",,,2.0,2.0,1.0,2.0,1.0,13500000,Gulberg 3,128,1,1,1,1,1,1,1,1,1,1
"1 BHK Zafar Ali Road, Gulberg, Lahore, Punjab",2.8,762.3,,11.0,2024.0,"Zafar Ali Road, Gulberg, Lahore, Punjab",Spacious car parking based on multiple levels Secure environment with CCTV surveillance High-speed elevators Corner plot with panoramic views of the city High-end rooftop amenities Home to Pakistans first-ever rooftop track State-of-the-art gymnasium and fitness center Serviced apartments designed for senior citizens Retail outlets and studios exclusively designed for world-class brands Availability of 4-star hospitality services BBQ activities and beautifully landscaped terraces,,11.0,,,,,,24200000,Gulberg,137,1,1,1,1,1,1,1,1,1,1
"2 BHK Indigo Boutique Apartments, Gulberg, Lahore, Punjab",4.3,1170.675,,,2025.0,"Indigo Boutique Apartments, Gulberg, Lahore, Punjab","Khurram Developers Offers, Fully Furnished 2-Bed Apartment for Sale in Indigo Boutique Apartments, Gulberg 3! Experience modern living in the heart of Lahore with this 965 sqft, fully furnished 2-bed apartment located on the 5th floor of Indigo Boutique Apartments, Gulberg 3 (L Block). Apartment Features: Covered Area: 965 Sqft 2 Bedrooms with Attached Baths Fully Furnished with Elegant Interiors Stylish Kitchen & Living Space 5th Floor Location with Scenic View Prime Gulberg Location Secure & Well-Maintained Building High Rental Income Ideal for Investors Location: Indigo Boutique Apartments, Gulberg 3 L Block Demand: 328 Lac",,,,,,,,32800000,Gulberg,114,1,1,1,1,1,1,1,1,1,1
"1 BHK Pearl One Residencies, MM Alam Road, Gulberg, Lahore, Punjab",2.2,598.95,12.0,8.0,2025.0,"Pearl One Residencies, MM Alam Road, Gulberg, Lahore, Punjab",Pearl One Residencies Location : Main MM Alam Road Payment Plan : 30% Down Payment 30% Possession Amount 18 Month Installment Plan Free Furnishing Offers includes : 1. Beds 2. TV 3. Dressers 4. Coffee Table & Chairs 5. Lamps 6. Curtains 7. Sofa Set 8. Phone 9. Bedroom Fridge 10. Microwave 11. Electric Kettle 12. Automatic Washing Machine,12.0,8.0,3.0,1.0,1.0,1.0,1.0,9500000,Gulberg,121,1,1,1,1,1,1,1,1,1,0
"1 BHK Madison Square Mall, Mian Mehmood Ali Kasoori Road, Gulberg, Lahore, Punjab",1.3,353.925,,,,"Madison Square Mall, Mian Mehmood Ali Kasoori Road, Gulberg, Lahore, Punjab","- Get 15% Guaranteed Rental per Anum - 5% Buy Back Guarantee available per Anum - Hotel Apartments Ranging from 5M to 50M - Yearly Enjoy 30 nights free vouchers Location : Opposite Al Fateh Mall Right next to Hussain chowk 2 minutes drive from Liberty Market, Main Boulevard & Gaddafi Stadium 15 minutes drive from Allama Iqbal International Airport In the vicinity of central business district Amenities : Butler Service 3 High End Restaurants 2 Restaurant's on Roof Top Open Air Event Space Banquet Hall Conference Facilities Health Club Jacuzzi/Sauna & Spa Infinity Pool Sports Bar Facilities & Amenities for disabled Free Parking & Valet Service",,,3.0,4.0,1.0,1.0,2.0,5000000,Gulberg,82,1,1,1,1,1,1,1,1,1,0
"1 BHK Gulberg, Lahore, Punjab",2.8,762.3,12.0,12.0,,"Gulberg, Lahore, Punjab","1-Bedroom Fully Furnished Apartment for Sale in the Heart of Gulberg, Lahore On Installments !! Down Payment : 35 Lacs Installment Plan : 2-3 years Available. (Note : Prices of Gulberg are appreciating daily , Please call to inquire further about the project) Located in the prestigious Gulberg area, this modern 1 BHK apartment offers the perfect blend of comfort and convenience. Featuring a spacious bedroom with an attached bath, a fully equipped kitchen, and a balcony with a scenic view, this apartment is ideal for individuals or couples. Key Features: - Prime Location: Just a walking distance from the bustling MM Alam Road, giving you easy access to restaurants, shopping centers, and entertainment. - Building Amenities: - Lifts for easy access - Daycare center for your convenience - Fully equipped gym for fitness enthusiasts - Relaxing Sunnah spa for ultimate rejuvenation - Reception area to welcome guests - Basement parking for dedicated, safe vehicle storage - Power backup to ensure you're never left without electricity This is an exceptional opportunity to live in one of Lahore's best neighborhoods, with all essential amenities at your doorstep. Perfect for those seeking modern living with all the comforts you deserve.",12.0,12.0,4.0,5.0,1.0,1.0,1.0,11000000,Gulberg,136,1,1,1,1,1,1,1,1,1,1
"2 BHK Oyster Court Luxury Residences, MM Alam Road, Gulberg, Lahore, Punjab",3.6,980.1,,8.0,2022.0,"Oyster Court Luxury Residences, MM Alam Road, Gulberg, Lahore, Punjab","Introducing 2-Bed Luxury Furnished Apartments at Oyster Court Luxury Residences, Gulberg Note : Limited Edition Unit , Subject to First come , first serve. Installment Plan , can also be opted & is subject to meeting & availability of the unit. Experience the epitome of elegance and comfort in the most prestigious neighborhood of Lahore. Baig Real Estate presents an exclusive opportunity to own a 2-bedroom luxury apartment in this upscale residential project. Apartment Features: 1. Spacious Bedrooms: 2 bedrooms with attached bathrooms 2. Designer Kitchen: Premium fixtures and modern design 3. Elegant Living: Spacious living and dining area 4. High-End Finishes: Smart layout and luxurious finishes 5. Scenic Views: Balcony with breathtaking views 6. Climate Control: Central heating and cooling system 7. Secure Living: Gated community with 24/7 security Building Amenities: 1. Round-the-Clock Security: 24/7 surveillance and security 2. Convenient Parking: Dedicated basement parking 3. Swift Access: High-speed elevators 4. Luxurious Lobby: Reception and lobby area 5. Fitness Center: State-of-the-art gym 6. Rooftop Oasis: Sitting area and caf access 7. Hassle-Free Living: Maintenance and concierge services Flexible Payment Options: 1. Competitive Pricing: Reasonable total price 2. Installment Plan: Flexible payment plan available 3. Immediate Possession: On full payment Prime Location: Oyster Court Luxury Residences is strategically located in Gulberg, offering easy access to: - Major commercial centers - Restaurants - Hospitals - Shopping malls Don't miss this opportunity to elevate your lifestyle. Please Contact for further details.",,8.0,1.0,1.0,1.0,1.0,1.0,16500000,Gulberg,133,1,1,1,1,1,1,1,1,1,1
"4 BHK Hyde Park, Gulberg, Lahore, Punjab",10.0,2722.5,,,2025.0,"Hyde Park, Gulberg, Lahore, Punjab","Khurram Developers Offers, Ultra-Luxury Fully Furnished 4-Bed Apartment for Sale in Hyde Park, Gulberg 3 Monal View & High Rental Income! Experience the ultimate in luxury urban living with this magnificent fully furnished 4-bedroom apartment in the prestigious Hyde Park, Gulberg 3 Lahores finest address offering elegance, exclusivity, and exceptional investment value. Property Highlights: 4 Bedrooms with 5 Stylish Bathrooms Maids Room + American Kitchen + Dirty Kitchen Fully Furnished with Premium Interiors Spacious Living & Dining Area 2 Reserved Parking Bays + Driver Cottage Monal View from All Windows Central A/C & Heating System High Rental Income Potential World-Class Amenities: 24/7 Concierge & Security Conference & Meeting Rooms Business Centre Retail & Caf Mini Theatre 4 Elevators (Including Cargo) Rooftop Swimming Pool Fully Equipped Gymnasium Game Room & Kids Play Area Party Area & Extra Parking Bay Demand: 750 Lac Location: Hyde Park, Gulberg 3, Lahore Experience unmatched elegance, breathtaking views, and world-class luxury a perfect home and a powerful investment opportunity at Hyde Park Lahore!",,,1.0,1.0,1.0,1.0,1.0,75000000,Gulberg,116,1,0,1,0,0,0,0,0,0,0
"1 BHK Oyster Court Luxury Residences, MM Alam Road, Gulberg, Lahore, Punjab",5.8,1579.05,,,2024.0,"Oyster Court Luxury Residences, MM Alam Road, Gulberg, Lahore, Punjab","Khurram Developers Presents: ""Unparalleled Luxury In Gulberg: 1 Bedroom Apartment At Oyster Court!"" Experience The Epitome Of Luxury In The Heart Of Gulberg With This Exquisite 1-Bedroom Apartment At Oyster Court. This Is The Best Deal Youll Find For Sophisticated City Living! Main Features: 1 Spacious Bedroom With Attached Bathroom Designed For Ultimate Comfort. Modern Kitchen Perfect For Your Culinary Creations. Beautiful TV Lounge A Cozy Space For Relaxation. Breathtaking Balcony View Enjoy Stunning Vistas. Swimming Pool Dive Into Leisure. State-Of-The-Art Gym Stay Fit And Healthy. Smart Card Entry For Added Security. Rooftop Area For Events Ideal For Hosting Gatherings. Just Minutes Away From Top Restaurants And Hospitals, Nestled In A Safe And Secure Environment. Dont Miss Out On This Incredible Opportunity! Feel Free To Contact Us For Further Details.",,,3.0,3.0,2.0,1.0,1.0,34200000,Gulberg,128,1,1,1,1,1,1,1,1,1,1
"1 BHK Park House Apartments, Gulberg 3, Gulberg, Lahore, Punjab",2.4,653.4,,,2025.0,"Park House Apartments, Gulberg 3, Gulberg, Lahore, Punjab","Khurram Developers Offers, Modern 1-Bed Apartment for Sale in Park House Apartments Gulberg 3 | Premium Location with High Rental Potential! Location: Park House Apartments, Gulberg 3 Area: 550 Sq. Ft. Price: 125 Lac Apartment Highlights: 1 Spacious Bedroom with Attached Bathroom Open-Style Modern Kitchen Cozy Lounge Area Private Balcony with Rooftop Access Dedicated Parking & 24/7 Security High-Speed Internet & Lift Facility Located in the Heart of Gulberg Close to Major Markets, Cafes, and Commercial Hubs Perfect for Executive Living or Short-Term Rental (Airbnb Friendly) Attractive Return on Investment in a Highly Demanding Area Contact Today for More Information & visit Arrangements!",,,3.0,3.0,2.0,1.0,1.0,12500000,Gulberg 3,123,1,1,1,1,0,0,0,0,0,1
"3 BHK Zameen Aurum, Gulberg 3 - Block L, Gulberg 3, Gulberg, Lahore, Punjab",4.6,1252.35,1.0,1.0,2025.0,"Zameen Aurum, Gulberg 3 - Block L, Gulberg 3, Gulberg, Lahore, Punjab","Property for 1031 Square Feet properties are becoming popular, so grab an offer while it lasts. Here's the tactfully chosen Flat for you. All the important amenities and facilities are made available in Zameen Aurum . Beautiful neighbourhoods and access to facilities nearby, Lahore is a good choice for living. Protect your future, purchase this property today. Price of PKR Rs. 46395000 is reasonable for property at this location. A few highlighting features of the property are as follows. The expert security staff will remain vigilant round the clock. The property has an outdoor pool where one can swim to their heart's content. Children can spend free time in the kids' play area that comes with the property. Differently-abled people will find this Flat easy to navigate, as it is developed to incorporate their needs. You can easily offer your five daily prayers in the prayer room that is part of the Flat. The community lawn near the Flat is a great place to host small functions. You can find ATM machines within the building to withdraw cash. Book your appointment by giving us a call.",1.0,1.0,1.0,1.0,1.0,2.0,,46400000,Gulberg 3,139,1,1,0,1,1,1,1,0,0,0
"3 BHK Indigo Heights, Gulberg 3, Gulberg, Lahore, Punjab",7.9,2150.775,1.0,1.0,2025.0,"Indigo Heights, Gulberg 3, Gulberg, Lahore, Punjab","Searching for a great property to buy? Explore this one! You can pay a fair price of PKR Rs. 49896000 in instalments or as decided with the seller. All your dreams can come true with the Flat which is available for sale now. If you're looking for property sized 1782 Square Feet, you're in the right place. Explore all the property you could ask for in Lahore. The location of Indigo Heights has vast future potential. You can read the notable property features below. There is a community lawn at a walking distance from the Flat. A well-furnished powder room spells convenience when you have guests over. Thanks to the dining room in the Flat, you can host your guests peacefully and serve your meals just the way you like. Rising temperatures can be detrimental to health but indoors you can stay safe with central air-conditioning that is part of the Flat. Protection is a top priority and for that reason, you'll find expert security services on patrol at all times. The gated community comes with a commercial centre where you can find ATM machines as well. The service elevators in the building are used to transport goods and luggage for every resident. We can guide you with the right investment options, so get in touch with us today.",1.0,1.0,3.0,3.0,1.0,1.0,2.0,49900000,Gulberg 3,140,1,1,0,1,0,1,1,0,0,0
#NAME?,3.1,843.975,17.0,35.0,2027.0,"CBD Punjab (PCBDDA), Main Boulevard Gulberg, Gulberg, Lahore, Punjab","Hot Deal | Buy with the Mentioned 50% Down Payment a Fully Furnished serviced Apartment, in the Lahore Central Business District (CBD): A Premier Hub of Development, Remaining 50% Pay in 5 years and get More than 80% Discount in each Installment for the 3 years. The Lahore Central Business District (LCBD) is a transformative initiative located in the heart of Lahore, designed to establish a high-rise, urban-focused business hub . This flagship project is part of the Punjab Central Business District Development Authoritys (PCBDDA) vision to modernize urban infrastructure while promoting vertical growth to counter urban sprawl. With a strategic focus on economic revitalization, the CBD is an ideal destination for businesses, investors, and residents seeking premium opportunities in Lahore. Key Features of the Lahore CBD Strategic Location: Covering areas such as Gulberg, Walton Road, and Ferozepur Road, it provides seamless access to major commercial and residential districts in Lahore. Innovative Urban Development: Focused on vertical growth with eco-friendly and energy-efficient building designs certified by LEED standards. Economic Growth Catalyst: Offers opportunities for high-return investments in commercial, residential, and mixed-use developments. One-Window Operation: Ensures streamlined processes for investors, covering approvals, documentation, and legal formalities under a single roof. Accessibility & Proximity The Lahore CBD is strategically positioned to connect with major transportation hubs and city landmarks: Adjacent to Kalma Chowk and the Lahore Ring Road. Easy connectivity to Ferozepur Road and Main Gulberg. Close to international educational institutions, healthcare facilities, and upscale retail destinations. Why Invest in Lahore CBD? Prime Location: The central positioning makes it an unparalleled hotspot for businesses and luxury living. Rapid Infrastructure Growth: Supported by government-backed initiatives, ensuring long-term value appreciation. Sustainability: Incorporates green technologies and sustainable urban designs. High Demand: Limited high-rise and mixed-use projects catering to an elite clientele ensure exclusivity and increased capital gains. For a secure and lucrative investment, the Lahore CBD stands out as a leading choice, merging contemporary architecture with state-of-the-art facilities, all while fostering economic development across the region",17.0,35.0,2.0,2.0,1.0,,,14200000,Gulberg,140,1,1,1,1,1,1,1,1,1,1
"1 BHK Gulberg, Lahore, Punjab",0.9,245.025,,,2025.0,"Gulberg, Lahore, Punjab","Rental Cashback without tax deduction 1% rental per month. Apartment can be booked on 50%, 75% and 100% payment. Rent will be transferred on monthly bases. Earn a 12% guaranteed annual rental yield with consistent monthly returns. No management, no stress just a hands-free investment model where you sit back, track your income, and enjoy predictable cash flow.",,,3.0,3.0,1.0,1.0,1.0,9800000,Gulberg,137,1,1,1,1,1,1,1,1,1,1
"3 BHK Indigo Heights, Gulberg 3, Gulberg, Lahore, Punjab",7.9,2150.775,,,2025.0,"Indigo Heights, Gulberg 3, Gulberg, Lahore, Punjab","8th floor 1782 SAQUER feet. 3 bedroom made room kitchen pantry powder room On a quest to find something remarkable in Lahore? Here are a few options for you. The Flat is smartly designed to have spacious bedrooms with large windows that can be opened whenever you need some ventilation. Searching for 1782 Square Feet sized properties? You have come to the right place. A price tag of PKR Rs. 50000000 is quite reasonable for a spacious Flat in Indigo Heights. Just know that a purchasing opportunity like this doesn't come easy! Your home in Indigo Heights will soon become a centre of attraction for extended family members. Know more about the property with the details given below. You can enjoy all seasons from inside through double glazed windows in your Flat. You won't have to worry about lifting your goods to your floor, as the building facilities includes a service elevator for that purpose. You can hang out in the apartment's lobby while you wait. Contact us today, for more information. For more pricing information and property details, call us today.",,,,,1.0,,,50000000,Gulberg 3,70,1,1,1,1,0,0,0,0,0,0
"1 BHK MM Alam Road, Gulberg, Lahore, Punjab",2.0,544.5,3.0,11.0,2025.0,"MM Alam Road, Gulberg, Lahore, Punjab","Located in Gulberg III, Pearl One Residencies is a highly lucrative apartment complex that features all the best residential amenities that are desired by modern apartment buyers. It is a 11-storey building designed as a beautiful landmark that will grace the skyline of Lahore. Its grand and beautiful faade, prominent location and luxurious amenities are sure to make the project a hit with genuine buyers and investors alike. Gulberg Lahores iconic neighborhoodGulberg has always managed to stay relevant as a neighborhood in Lahore. Previously, it was the residential area of Lahores crme-de-la-crme, and now it is the central business district in the city. The area appeals to both commercial and residential real estate enthusiasts as it attracts a lot of footfall and as a result, has all the facilities that could ever be needed by the dwellers. Project Highlights Project includes luxury apartments Located in Gulberg III, prime location of Lahore A high-end apartment project featuring limited units, has a grand, beautiful facade Building comprises of 11 floors Approved by LDA Easy instalment plan Registered with FBR; meaning income source declaration is not required What's on offer? 1-bedroom apartments 2-bedroom apartments Location AdvantagesThe project is located in Gulberg III, which is one of the most relevant locations in Lahore. The locality inhabits some of the best educational, commercial, healthcare and recreational facilities in the city. Residents of this vicinity also enjoy an exclusive sense of robust community living. Adjacent to MM Alam Road 1-minute drive from Kalma Chowk 1-minute drive from Main Boulevard 1-minute drive from Centre Point 5-minute drive from Liberty Market 6-minute drive from Gaddafi Stadium AmenitiesThe residential facilities provided in any project play an important part in its popularity with the prospective buyers. However, on that score Residence 15 has shown great ambition by offering a unique and highly advanced set of amenities that will create an ambience of an international lifestyle. VRF system Maid rooms Swimming pool Gym & spa Restaurant Private lift Cargo lift Ample parking space 24/7 security surveillance Firefighting system Instalments are also available.",3.0,11.0,2.0,2.0,1.0,1.0,1.0,10000000,Gulberg,123,1,1,1,1,1,1,1,1,1,1
"1 BHK CBD Punjab (PCBDDA), Main Boulevard Gulberg, Gulberg, Lahore, Punjab",2.0,544.5,21.0,33.0,2027.0,"CBD Punjab (PCBDDA), Main Boulevard Gulberg, Gulberg, Lahore, Punjab","Experience modern luxury living in the heart of CBD Lahore, where elegance, convenience, and high investment potential come together. This premium apartment is designed for those who value comfort, style, and a prestigious city address, while also offering a strong rental return and cash-back benefits. The apartment boasts spacious interiors, high ceilings, and contemporary design, creating a bright and inviting living space. Floor-to-ceiling windows allow for abundant natural light, while premium finishes, sleek fittings, and a modern kitchen elevate everyday living. Thoughtfully designed bedrooms and living areas offer both comfort and privacy, making it ideal for families, professionals, and discerning buyers. Located in CBD Lahores prime area, residents enjoy unmatched accessibility to top offices, shopping hubs, fine dining, entertainment, and healthcare facilities. The strategic location ensures high foot traffic and rental demand, making this property an ideal combination of luxury lifestyle and smart investment. Additional amenities include secure access, dedicated parking, and contemporary building facilities, ensuring peace of mind and convenience. The 15% rental gain with cash-back enhances the propertys appeal, offering a reliable income stream alongside premium urban living. This apartment is more than just a homeit is a statement of sophistication, comfort, and financial prudence. Whether for personal residence or investment, it represents a rare opportunity to enjoy luxury living in Lahores most dynamic business district while securing impressive returns.",21.0,33.0,1.0,1.0,,1.0,,25000000,Gulberg,123,1,1,1,1,1,1,1,1,1,1
